         2636495 function calls (2508677 primitive calls) in 34.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   546/44    0.008    0.000    0.016    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.016    0.016 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/__init__.py:1(<module>)
       37    0.000    0.000    0.015    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/core.py:59(_)
        1    0.000    0.000    0.015    0.015 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/sharded_tensor/__init__.py:1(<module>)
      231    0.015    0.000    0.015    0.000 {method 'bool' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.015    0.015 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/ufuncs.py:1(<module>)
       89    0.003    0.000    0.015    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/conflict.py:24(ambiguities)
        1    0.000    0.000    0.015    0.015 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/numbers.py:1(<module>)
     2140    0.005    0.000    0.015    0.000 <frozen importlib._bootstrap>:304(acquire)
162003/161860    0.014    0.000    0.015    0.000 {built-in method builtins.isinstance}
    78109    0.013    0.000    0.014    0.000 {built-in method builtins.getattr}
     5111    0.010    0.000    0.014    0.000 /Users/dleonenko/gym-narde/gym_narde/envs/narde.py:248(move_sort_key)
    10363    0.014    0.000    0.014    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.014    0.014 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/gpu_sparse.py:1(<module>)
        1    0.000    0.000    0.014    0.014 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/dispatch.py:1(<module>)
     4528    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
145194/144621    0.014    0.000    0.014    0.000 {built-in method builtins.len}
     7240    0.013    0.000    0.013    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.013    0.013 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/constructor.py:1(<module>)
        1    0.000    0.000    0.013    0.013 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:1(<module>)
        5    0.000    0.000    0.013    0.003 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_config_module.py:93(install_config_module)
        1    0.000    0.000    0.013    0.013 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/array.py:1(<module>)
       10    0.000    0.000    0.013    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/custom_ops.py:296(inner)
        1    0.000    0.000    0.013    0.013 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/__init__.py:1(<module>)
       10    0.000    0.000    0.013    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/custom_ops.py:158(__init__)
     1296    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap>:416(__enter__)
       10    0.000    0.000    0.013    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/custom_ops.py:559(_register_to_dispatcher)
      988    0.002    0.000    0.013    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1423(__init__)
  646/437    0.000    0.000    0.013    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:574(__getitem__)
        1    0.000    0.000    0.012    0.012 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/sets/handlers/intersection.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/sympify.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py:1(<module>)
31925/31910    0.008    0.000    0.012    0.000 {built-in method builtins.hasattr}
     1166    0.003    0.000    0.012    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.012    0.012 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/dense.py:1(<module>)
    12939    0.002    0.000    0.012    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/conflict.py:43(edge)
        1    0.000    0.000    0.012    0.012 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/nn/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/numberfields/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_fp.py:1(<module>)
        5    0.002    0.000    0.011    0.002 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_config_module.py:165(get_assignments_with_compile_ignored_comments)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/output_code.py:1(<module>)
     3175    0.006    0.000    0.011    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:36(update_wrapper)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/source.py:1(<module>)
      319    0.000    0.000    0.011    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/pjit.py:483(_make_jit_wrapper)
     2284    0.003    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:513(cache_from_source)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/slice.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/bsplines.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/muzero/models.py:123(__init__)
    22712    0.009    0.000    0.011    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/_exceptions.py:41(__init__)
      436    0.001    0.000    0.011    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:753(Union)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/sharded_tensor/api.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/config.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/sets/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_base.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/matexpr.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/_trace_wrapped_higher_order_op.py:151(__init__)
      266    0.001    0.000    0.010    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/function.py:162(__init__)
     1006    0.001    0.000    0.010    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:988(getabsfile)
        1    0.000    0.000    0.010    0.010 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/__init__.py:1(<module>)
     2579    0.001    0.000    0.010    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/utils.py:729(unwrap_if_wrapper)
    15663    0.007    0.000    0.010    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/conflict.py:7(supercedes)
        1    0.000    0.000    0.010    0.010 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_init.py:1(<module>)
     6032    0.001    0.000    0.010    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/conflict.py:19(ambiguous)
     8663    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:131(_path_join)
      158    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/combinatorial/numbers.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/power.py:1(<module>)
     2579    0.001    0.000    0.009    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/utils.py:733(unwrap_with_attr_name_if_wrapper)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/concrete/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/__init__.py:1(<module>)
    44260    0.006    0.000    0.009    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:167(__getitem__)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/matrixbase.py:1(<module>)
      319    0.000    0.000    0.009    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/api_util.py:616(fun_signature)
    31938    0.006    0.000    0.009    0.000 /Users/dleonenko/gym-narde/muzero/mcts.py:19(expanded)
    63572    0.009    0.000    0.009    0.000 /Users/dleonenko/gym-narde/muzero/mcts.py:11(__init__)
     8110    0.001    0.000    0.009    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tokenize.py:458(tokenize)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/concrete/products.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/series/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/config.py:1(<module>)
       62    0.002    0.000    0.009    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2994(__new__)
16749/16480    0.004    0.000    0.009    0.000 {method 'join' of 'str' objects}
     1339    0.003    0.000    0.009    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:768(_get_field)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_state.py:1(<module>)
     2958    0.002    0.000    0.008    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:1816(getattr_static)
13844/13586    0.005    0.000    0.008    0.000 {built-in method __new__ of type object at 0x102e97cf0}
      844    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
     2268    0.003    0.000    0.008    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:173(_type_check)
     1032    0.001    0.000    0.008    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:959(getsourcefile)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/ir.py:1(<module>)
     1969    0.004    0.000    0.008    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/autograd/grad_mode.py:80(__enter__)
      266    0.001    0.000    0.008    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/function.py:122(arity)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_numpy/__init__.py:1(<module>)
      158    0.008    0.000    0.008    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/einsum.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/_mlir_libs/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/_mlir_libs/__init__.py:90(_site_initialize)
     6032    0.003    0.000    0.008    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/conflict.py:12(consistent)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/output_graph.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/distributed.py:1(<module>)
     2300    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/config.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/__init__.py:1(<module>)
     7173    0.004    0.000    0.008    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/nn/modules/container.py:240(__iter__)
        1    0.000    0.000    0.008    0.008 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/concrete/summations.py:1(<module>)
     8058    0.004    0.000    0.007    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tokenize.py:567(_generate_tokens_from_c_tokenizer)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/__init__.py:1(<module>)
     1158    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
2667/2111    0.001    0.000    0.007    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/trace_rules.py:2888(_load_obj_from_str)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/cudagraph_utils.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/nn/initializers.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/__init__.py:1(<module>)
    23368    0.003    0.000    0.007    0.000 {built-in method builtins.all}
       62    0.000    0.000    0.007    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2975(_make_nmtuple)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/function.py:1(<module>)
       13    0.000    0.000    0.007    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/nn/init.py:521(kaiming_normal_)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/lax/qdwh.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/nn/initializers.py:1(<module>)
       13    0.007    0.001    0.007    0.001 {method 'normal_' of 'torch._C.TensorBase' objects}
     3938    0.003    0.000    0.007    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/autograd/grad_mode.py:184(__init__)
        1    0.000    0.000    0.007    0.007 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/custom_ops.py:643(register_vmap)
